?色	文本名	代?	重量	部分	作者	?建日期	批注	文本?	?域	覆?率 %	起?	??
●	uid21_Nicole	受測者使用通訊軟體的態度\不點開（不讀）	0	"A:我也不知道他為什麼要打電話，可能是他想要我立即的回他這樣，他可能就有些問題突然很想知道什麼的，或者另外一種情況是他一開始是傳訊息給我但是我沒有點開，他就會打電話過來
Q:所以你就會接
A:對，他打電話我就會回覆，然後很不耐煩的問他有什麼重要的事情，如果沒有的話我就掛掉這樣"	Hank	2019/11/20 21:36:39			138	1.50	164	166
●	uid21_Nicole	受測者使用通訊軟體的習慣\會主動傳訊息給對方	0	"A:對對對對，然後我這學期又很常問他一些關於畢業的一些事情，就算是有問題才問，然後沒問題也不會特別傳訊息
Q:所以這樣子通常都是你主動先去密他，他比較少會主動密你這樣
A:對一般那種"	Hank	2019/11/20 21:37:43			91	0.99	184	186
●	uid21_Nicole	聯絡人使用通訊軟體的習慣\不會主動傳訊息給對方	0	Q:所以這樣子通常都是你主動先去密他，他比較少會主動密你這樣	Hank	2019/11/17 13:22:41			30	0.33	185	185
●	uid21_Nicole	關係基礎分類\朋友	0	"A:那個就是……最近比較有在傳訊息，因為他是那個，因為我大四要畢業了，然後他是負責畢業的一些東西啊，所以他這學期就是負責聯絡
Q:什麼畢業代表之類的
A:對對對對，然後我這學期又很常問他一些關於畢業的一些事情，就算是有問題才問，然後沒問題也不會特別傳訊息
Q:所以這樣子通常都是你主動先去密他，他比較少會主動密你這樣
A:對一般那種
Q:那這樣子就是，你傳給他的話你會期待他說他馬上回你嗎？
A:我是還好誒，因為就是大家都知道彼此很忙，不要說太晚回就好了吧，因為就是我的問題雖然不是當下想知道，但是也不要拖到一個禮拜之後再跟我說這樣
Q:那如果說你看到他點開，就是你看到他已讀然後沒有回你的話
A:我可能會覺得他在想吧，那如果他太久沒有回的話，那可能覺得他是忘記所以就會提醒他就說所以是？
Q:了解，所以就比較是這方面的事，比較沒有其他的話題
A:對"	Hank	2019/11/20 21:37:30			375	4.08	182	192
●	uid21_Nicole	受測者使用通訊軟體的態度\不在意對方是否盡快回覆	0	A:我是還好誒，因為就是大家都知道彼此很忙，不要說太晚回就好了吧，因為就是我的問題雖然不是當下想知道，但是也不要拖到一個禮拜之後再跟我說這樣	Hank	2019/11/17 13:23:13			70	0.76	188	188
●	uid21_Nicole	通訊內容的特性\不急迫	0	A:我是還好誒，因為就是大家都知道彼此很忙，不要說太晚回就好了吧，因為就是我的問題雖然不是當下想知道，但是也不要拖到一個禮拜之後再跟我說這樣	Hank	2019/11/17 13:23:25			70	0.76	188	188
●	uid21_Nicole	關係基礎分類\朋友	0	A:就不一定誒，就都看我的時間，就我可能就看到再看要不要回他，如果是她已經給我一個答案的話，就看心情，我有時候心情如果好的時候就立馬點開然後回一個ok知道啦，那如果有時候還好的話就先放著	Hank	2019/11/17 13:24:13			93	1.01	222	222
●	uid21_Nicole	觀察\依受測者當下狀態決定回覆速度	0	A:就不一定誒，就都看我的時間，就我可能就看到再看要不要回他，如果是她已經給我一個答案的話，就看心情，我有時候心情如果好的時候就立馬點開然後回一個ok知道啦，那如果有時候還好的話就先放著	Hank	2019/11/17 13:24:25			93	1.01	222	222
●	uid21_Nicole	受測者回覆速度\回覆速度快	0	"Q:那假如說你問他東西然後他回你，然後他回你的東西也是要問你東西，然後他傳給你然後就會給你答案，那這樣你會馬上回嗎？
A:我可能就會馬上回
Q:就會馬上會
A:對對對
Q:就覺得這比較重要嗎？
A:對就看他"	Hank	2019/11/17 13:26:00			103	1.12	223	228
●	uid21_Nicole	關係基礎分類\朋友	0	"Q:那假如說你問他東西然後他回你，然後他回你的東西也是要問你東西，然後他傳給你然後就會給你答案，那這樣你會馬上回嗎？
A:我可能就會馬上回
Q:就會馬上會
A:對對對
Q:就覺得這比較重要嗎？
A:對就看他"	Hank	2019/11/17 13:26:07			103	1.12	223	228
●	uid21_Nicole	通訊內容的特性\功能導向內容	0	"Q:那假如說你問他東西然後他回你，然後他回你的東西也是要問你東西，然後他傳給你然後就會給你答案，那這樣你會馬上回嗎？
A:我可能就會馬上回
Q:就會馬上會
A:對對對
Q:就覺得這比較重要嗎？
A:對就看他"	Hank	2019/11/17 13:26:12			103	1.12	223	228
●	uid21_Nicole	通訊內容的特性\重要	0	"Q:那假如說你問他東西然後他回你，然後他回你的東西也是要問你東西，然後他傳給你然後就會給你答案，那這樣你會馬上回嗎？
A:我可能就會馬上回
Q:就會馬上會
A:對對對
Q:就覺得這比較重要嗎？
A:對就看他"	Hank	2019/11/17 13:26:27			103	1.12	223	228
●	uid21_Nicole	關係基礎分類\朋友	0	"A:對，因為這邊有一個是學妹，然後我那時候是當輔導學姊，就是要一些例行性的訪談，會先問他最近學校狀況啊然後有什麼事，就是一些一次性的問答交一些報告這樣，雖然後續有繼續跟他聊天，但是平常也不會特別這樣子聊
Q:所以是你主動去關心他嗎？
A:對一開始是這樣
Q:所以他比較不會來問你事情之類的
A:這比較少誒，因為學弟妹可能會自己會有一群就想說
Q:恩～那這樣子的話，你問他說最近怎麼樣你會期待他說他趕快回你嗎？還是就還好
A:也還好誒，因為一開始比較不熟的話就是，他可能也想說痾這個也跟我不熟也不會這麼快回這樣
Q:所以就慢慢等他回這樣，那如果他已讀你的話你會不開心嗎？
A:他不要說已讀然後過個兩三天再回，我就會覺得怪怪的"	Hank	2019/11/17 13:26:58			311	3.38	232	240
●	uid21_Nicole	聯絡人與受測者的關係\較疏離	0	"A:對，因為這邊有一個是學妹，然後我那時候是當輔導學姊，就是要一些例行性的訪談，會先問他最近學校狀況啊然後有什麼事，就是一些一次性的問答交一些報告這樣，雖然後續有繼續跟他聊天，但是平常也不會特別這樣子聊
Q:所以是你主動去關心他嗎？
A:對一開始是這樣
Q:所以他比較不會來問你事情之類的
A:這比較少誒，因為學弟妹可能會自己會有一群就想說
Q:恩～那這樣子的話，你問他說最近怎麼樣你會期待他說他趕快回你嗎？還是就還好
A:也還好誒，因為一開始比較不熟的話就是，他可能也想說痾這個也跟我不熟也不會這麼快回這樣
Q:所以就慢慢等他回這樣，那如果他已讀你的話你會不開心嗎？
A:他不要說已讀然後過個兩三天再回，我就會覺得怪怪的"	Hank	2019/11/17 13:27:09			311	3.38	232	240
●	uid21_Nicole	通訊內容\日常關心訊息	0	A:對，因為這邊有一個是學妹，然後我那時候是當輔導學姊，就是要一些例行性的訪談，會先問他最近學校狀況啊然後有什麼事，就是一些一次性的問答交一些報告這樣，雖然後續有繼續跟他聊天，但是平常也不會特別這樣子聊	Hank	2019/11/17 13:27:19			101	1.10	232	232
●	uid21_Nicole	受測者使用通訊軟體的習慣\會主動傳訊息給對方	0	"Q:所以是你主動去關心他嗎？
A:對一開始是這樣
Q:所以他比較不會來問你事情之類的
A:這比較少誒，因為學弟妹可能會自己會有一群就想說"	Hank	2019/11/17 13:27:31			68	0.74	233	236
●	uid21_Nicole	聯絡人使用通訊軟體的習慣\不會主動傳訊息給對方	0	"Q:所以是你主動去關心他嗎？
A:對一開始是這樣
Q:所以他比較不會來問你事情之類的
A:這比較少誒，因為學弟妹可能會自己會有一群就想說"	Hank	2019/11/17 13:27:38			68	0.74	233	236
●	uid21_Nicole	受測者使用通訊軟體的態度\不在意對方是否盡快回覆	0	"Q:恩～那這樣子的話，你問他說最近怎麼樣你會期待他說他趕快回你嗎？還是就還好
A:也還好誒，因為一開始比較不熟的話就是，他可能也想說痾這個也跟我不熟也不會這麼快回這樣"	Hank	2019/11/17 13:28:11			83	0.90	237	238
●	uid21_Nicole	關係基礎分類\朋友	0	"A:對每個禮拜，然後有些……這個會比較少，這個是有時候有事情的時候才會問他
Q:有事情才問他？你是說課業？
A:沒有，就一般系上的事情，因為他是我同一個系的同學，然後之前也會一起做過報告啊，所以做報告那段時間會比較頻繁，然後做報告完之後就還好
Q:那這樣的話你們的話題通常都比較正式嗎？還是你們也會閒聊之類的？
A:也會閒聊，有的時候，但也不會這麼常
Q:沒有像其他上面這些朋友這麼頻繁，所以他有點像一辦公情一半閒聊這樣
A:對
Q:那你們都是互相傳訊息嗎？還是有時候哪一方比較多
A:都互相傳誒
Q:那這樣他如果傳訊息給你你會馬上回嗎？
A:看重要程度，像他有一次傳給我是說他去聽了一個演講然後多一份餐點問我要不要他現在在萬鴻館之類的，那種東西就是要馬上回
Q:就覺得比較有時效性，就是現在馬上就要
A:如果是覺得比較還好的話就會先放一下但也不會放太久"	Hank	2019/11/17 13:29:06			377	4.10	244	256
●	uid21_Nicole	通訊內容的特性\功能導向內容	0	"A:對每個禮拜，然後有些……這個會比較少，這個是有時候有事情的時候才會問他
Q:有事情才問他？你是說課業？
A:沒有，就一般系上的事情，因為他是我同一個系的同學，然後之前也會一起做過報告啊，所以做報告那段時間會比較頻繁，然後做報告完之後就還好"	Hank	2019/11/17 13:29:34			121	1.32	244	246
●	uid21_Nicole	通訊內容的特性\內容輕鬆(吃喝玩樂)	0	A:也會閒聊，有的時候，但也不會這麼常	Hank	2019/11/17 13:29:40			19	0.21	248	248
●	uid21_Nicole	受測者使用通訊軟體的習慣\會主動傳訊息給對方	0	A:都互相傳誒	Hank	2019/11/17 13:29:59			7	0.08	252	252
●	uid21_Nicole	受測者回覆速度\回覆速度快	0	A:看重要程度，像他有一次傳給我是說他去聽了一個演講然後多一份餐點問我要不要他現在在萬鴻館之類的，那種東西就是要馬上回	Hank	2019/11/17 13:30:16			59	0.64	254	254
●	uid21_Nicole	觀察\依訊息內容決定回覆速度	0	A:看重要程度，像他有一次傳給我是說他去聽了一個演講然後多一份餐點問我要不要他現在在萬鴻館之類的，那種東西就是要馬上回	Hank	2019/11/17 13:30:23			59	0.64	254	254
●	uid21_Nicole	通訊內容的特性\重要	0	A:看重要程度，像他有一次傳給我是說他去聽了一個演講然後多一份餐點問我要不要他現在在萬鴻館之類的，那種東西就是要馬上回	Hank	2019/11/17 13:30:35			59	0.64	254	254
●	uid21_Nicole	通訊內容的特性\不急迫	0	A:如果是覺得比較還好的話就會先放一下但也不會放太久	Hank	2019/11/17 13:30:46			26	0.28	256	256
●	uid21_Nicole	受測者回覆速度\回覆速度慢	0	A:如果是覺得比較還好的話就會先放一下但也不會放太久	Hank	2019/11/17 13:30:52			26	0.28	256	256
●	uid21_Nicole	受測者使用通訊軟體的態度\不點開（不讀）	0	A:就不點開	Hank	2019/11/17 13:31:06			6	0.07	264	264
●	uid21_Nicole	通訊內容的特性\不急迫	0	A:就不點開	Hank	2019/11/17 13:31:13			6	0.07	264	264
●	uid21_Nicole	關係基礎分類\朋友	0	A:如果那時候在忙的話可能就會跟他稍微說一下，如果沒有的話可能就繼續聊，因為他也不會說聊個一兩個小時這樣子	Hank	2019/11/17 13:38:55			53	0.58	266	266
●	uid21_Nicole	受測者使用通訊軟體的習慣\會告知晚回	0	A:如果那時候在忙的話可能就會跟他稍微說一下，如果沒有的話可能就繼續聊，因為他也不會說聊個一兩個小時這樣子	Hank	2019/11/17 13:39:02			53	0.58	266	266
●	uid21_Nicole	通訊當下的客觀情境\忙碌	0	A:如果那時候在忙的話可能就會跟他稍微說一下，如果沒有的話可能就繼續聊，因為他也不會說聊個一兩個小時這樣子	Hank	2019/11/17 13:39:13			53	0.58	266	266
●	uid21_Nicole	通訊當下的客觀情境\短暫離開	0	A:我有時候是短暫離開我就不會想講，	Hank	2019/11/20 21:44:32			18	0.20	270	270
●	uid21_Nicole	受測者使用通訊軟體的習慣\不會告知離開	0	A:我有時候是短暫離開我就不會想講，	Hank	2019/11/20 21:44:41			18	0.20	270	270
●	uid21_Nicole	受測者回覆速度\回覆速度快	0	A:像現在暑假就比較閒，就會聊比較多然後比較快回覆，	Hank	2019/11/17 13:39:58			26	0.28	278	278
●	uid21_Nicole	通訊當下的客觀情境\閒暇	0	A:像現在暑假就比較閒，就會聊比較多然後比較快回覆，	Hank	2019/11/17 13:40:05			26	0.28	278	278
●	uid21_Nicole	通訊當下的客觀情境\訊息量增加	0	A:像現在暑假就比較閒，就會聊比較多然後比較快回覆，	Hank	2019/11/17 13:40:22			26	0.28	278	278
●	uid21_Nicole	通訊當下的客觀情境\忙碌	0	那如果考試前幾個小時我就會跟他說我現在可能沒辦法跟你講啊，等考完試再跟你說這樣	Hank	2019/11/17 13:40:27			39	0.42	278	278
●	uid21_Nicole	受測者使用通訊軟體的習慣\會告知晚回	0	那如果考試前幾個小時我就會跟他說我現在可能沒辦法跟你講啊，等考完試再跟你說這樣	Hank	2019/11/17 13:40:32			39	0.42	278	278
●	uid21_Nicole	受測者使用通訊軟體的習慣\會告知晚回	0	，我如果已經點開已經在聊的話我就會跟他們說（笑）	Hank	2019/11/17 13:40:43			24	0.26	280	280
●	uid21_Nicole	受測者使用通訊軟體的態度\認為已讀就是要回覆	0	，我如果已經點開已經在聊的話我就會跟他們說（笑）	Hank	2019/11/17 13:40:49			24	0.26	280	280
●	uid21_Nicole	受測者使用通訊軟體的態度\不點開（不讀）	0	A:我如果還沒點開的話我就不會點開，	Hank	2019/11/17 13:41:05			18	0.20	280	280
●	uid21_Nicole	通訊行為\告知真實理由	0	"Q:那這樣如果是對你弟呢？就假如說你弟在打電話或是突然傳訊息密你，然後講到後來你也不是在忙，但是你就是不想講，有這種事情發生嗎？
A:有啊有啊就直接跟他說我不想跟你講話（笑）
Q:這樣他會心碎吧（笑）
A:對啊，但是弟弟就還好，對朋友就不會這樣講
Q:所以說你跟你弟就是你不想跟他對話你也不會騙他說你在忙之類的
A:對對對我就直接跟他說我現在不想跟你講話，我要吃早餐或是什麼之類的"	Hank	2019/11/20 21:47:27			190	2.07	291	296
●	uid19_Nicole	關係基礎分類\工作夥伴	0	"A5跟8，我最討厭的兩個人，就幾乎完全聊公事那種
Q喔真的，好，那我就先問，哪所以幾乎聊公事，所以你們會互相傳訊息嗎?還是通常都是他丟給你這樣?
Aㄟ…通常喔
Q對
A互相
Q都有?
A互相傳訊息
Q那很頻繁嗎?還是…?
A很頻繁
Q(笑)
A就一個禮拜都一定會有
Q那每天咧?
A可能不會到每天，但可能一個禮拜至少會有三天之類的
Q(笑)那真的蠻常的，那所以假如說他傳給你訊息的話你會馬上回復嗎?
A有一些很緊急的會馬上回
Q嗯
A然後有些是很不爽的會，就是不讀
Q(笑)很不爽是怎麼樣不爽啊?
A就譬如說學長又叫我做事情，然後我就想說你明明可以自己做，然後你要使喚我弄的那種感覺，就是那種，有點上對下，然後在公事上的一些就是不是很愉快，長期下來啦就真的不是很愉快啦
Q嗯嗯
A然後我就會不讀(笑)
Q(笑)所以喔不讀，那你要怎麼知道，你是怎麼知道他傳過來的訊息是甚麼?你是…
Aㄟ他不是手機都會跳
Q你說先從那邊預覽嗎?
A因為有時候我之前都會想要知道會開電腦，然後不要點進那個窗框
Q喔你是說他會自己跳出那個視窗
A然後你只要不要點的話就是不會已讀，但是你可以看到內容
Q嗯嗯
A就是這樣(笑)
Q所以你就是都是會先，就是有點像預覽的感覺，就是看一下再決定要不要點開這樣?
A但有時候就沒辦法，因為有時候我就只有手機，然後他跟我分開傳很多條，就他把一個話拆成很多個的時候，你可能就只能看到他前面ㄟㄟ，然後後面你就看不到，你就點進去看
Q嗯
A然後那時候就會逃不掉
Q那那時候假如說你已經點開，就已經已讀了，那你會就是覺得說那我還是要回一下這樣嗎?
A通常通常還是會
Q嗯
A然後然後，但是，有時候會敷衍，就可能真得覺得很煩的話
Q嗯
A就可能就，喔我現在忙，這樣，但我其實沒有在忙
Q喔
A之類那種感覺，因為不回的話很容易…被靠北
Q喔是喔(驚訝)
A就是你已讀又不回
Q嗯
A然後，所以我可能就是真的讀了就要回
Q嗯
A但我可能就是…就是看情況
Q所以就是，就是第一種情況就是假如說遇到不喜歡的訊息就是會盡量不要已讀，就是讓他會覺得說，你就會覺得說他應該覺得你在忙這樣子嗎?就是不讀訊息的話，不已讀的話
A不已讀的話他也不能怎樣
Q嗯~就他也不能怪你，那如果真的不好意思讀，然後你會 就是不管是不是真的在忙 然後就你還是會 那你會跟他 假如說你是真的在忙 你也會跟他講你的真實理由嗎？還是你就是不管 就不管是不是真的在忙 你就是會騙他說 我等一下再回這樣
A嗯…通常我會選擇不講理由
Q嗯嗯嗯
A因為 吼這又很複雜 
Q (笑)
A就是 其實 嗯應該說跟他們這一類的人相處，我歸納出一個結論，就是你不管說甚麼理由都會被罵，所以我會選擇就是說 我很忙，或是延遲讀到這個訊息的時間
Q嗯嗯嗯
A因為就是有時候學長是在罵你，然後所以 你可能 你晚一點回或早一點回都是要被罵，但是我知道，就是讀了當下可能就直接用通訊軟體講，其實心情會很不好，那我可能不想要現在就處理這個情緒，我覺得 就是會先翻個白眼然後放著
Q嗯嗯嗯
A那我可能隔一個週末才會再見到他，就是在當場被罵這樣的感覺
Q嗯嗯嗯
A就是這樣子
Q所以 那所以你只會跟他講說喔你在忙，然後 是會說在忙嗎 所以是說晚一點回他這樣子嗎 就是
A就是會說，喔我在忙 晚點回，然後不知道幾點(笑)
Q喔~啊所以他們看到說你在忙，就不會再繼續 繼續丟你，或是再追問說你在忙什麼 這樣之類的
A會(笑) 就是可能不會當下問，但是事後見到面的時候 就會問(笑) 就是所以每次都要想一堆合理的理由 就覺得很煩
Q (笑) 天哪 好可怕啊
A那樣子是真的蠻可怕的，所以那是同事，就只能是認識的
Q嗯嗯嗯
A工作上的 這樣子
Q嗯嗯嗯 那 那如果是，那你有沒有遇到這狀況，就是可能假如說你們，就是他原本就在跟你講話，然後你就是有主動 就是 可能是有互相 痾就是在講 聊天這樣 啊也不是在聊天 就是在討論事情 那 然後你可能臨時有事 就是 就是要離開 就有事要忙或甚麼之類的 那這樣的話你會告知他說，喔我現在要幹嘛 或是 或是直接說 喔啊我要去忙一下，然後就離開了，還是說你就是連告知都不告知，就直接離開這樣
A嗯…..這個一半吧，就是如果我真的 就是如果我離下一個時間點有充足的時間可以說我要先走，那種我就會打，可是如果沒有的話，我就會直接離開
Q (笑) 那他不會不爽嗎 就 就講到一半突然沒有人回這樣子
A可是這種 其實自己也蠻頻繁的欸，就是 就直接說，啊時間到了，我要走了或是時間到了，就是 其實這個理由反而是最能夠被理解的
Q嗯嗯嗯 所以反而是說他們比較習慣說突然有人不見這樣，就是他們會覺得說，就是說時間或甚麼 就感覺這是常遇到的事情 在實驗室裡
A但是如果跟朋友的話，反而就會覺得 就是 可能會覺得，欸你怎麼聊一聊就不見了的這種感覺，
Q嗯(笑) 所以是在公事上比較不會有這個問題
A 對 因為我們 畢竟實驗室就是被突然一個時間點到他就是要走，就是 你沒有必要再解釋甚麼這樣子
Q這樣聽下來感覺你們實驗室好嚴格喔(笑)
A感覺"	Hank	2019/11/17 14:23:37			2088	14.00	73	151
●	uid19_Nicole	聯絡人與受測者的關係\聯絡人權力關係較高	0	"A5跟8，我最討厭的兩個人，就幾乎完全聊公事那種
Q喔真的，好，那我就先問，哪所以幾乎聊公事，所以你們會互相傳訊息嗎?還是通常都是他丟給你這樣?
Aㄟ…通常喔
Q對
A互相
Q都有?
A互相傳訊息
Q那很頻繁嗎?還是…?
A很頻繁
Q(笑)
A就一個禮拜都一定會有
Q那每天咧?
A可能不會到每天，但可能一個禮拜至少會有三天之類的
Q(笑)那真的蠻常的，那所以假如說他傳給你訊息的話你會馬上回復嗎?
A有一些很緊急的會馬上回
Q嗯
A然後有些是很不爽的會，就是不讀
Q(笑)很不爽是怎麼樣不爽啊?
A就譬如說學長又叫我做事情，然後我就想說你明明可以自己做，然後你要使喚我弄的那種感覺，就是那種，有點上對下，然後在公事上的一些就是不是很愉快，長期下來啦就真的不是很愉快啦
Q嗯嗯
A然後我就會不讀(笑)
Q(笑)所以喔不讀，那你要怎麼知道，你是怎麼知道他傳過來的訊息是甚麼?你是…
Aㄟ他不是手機都會跳
Q你說先從那邊預覽嗎?
A因為有時候我之前都會想要知道會開電腦，然後不要點進那個窗框
Q喔你是說他會自己跳出那個視窗
A然後你只要不要點的話就是不會已讀，但是你可以看到內容
Q嗯嗯
A就是這樣(笑)
Q所以你就是都是會先，就是有點像預覽的感覺，就是看一下再決定要不要點開這樣?
A但有時候就沒辦法，因為有時候我就只有手機，然後他跟我分開傳很多條，就他把一個話拆成很多個的時候，你可能就只能看到他前面ㄟㄟ，然後後面你就看不到，你就點進去看
Q嗯
A然後那時候就會逃不掉
Q那那時候假如說你已經點開，就已經已讀了，那你會就是覺得說那我還是要回一下這樣嗎?
A通常通常還是會
Q嗯
A然後然後，但是，有時候會敷衍，就可能真得覺得很煩的話
Q嗯
A就可能就，喔我現在忙，這樣，但我其實沒有在忙
Q喔
A之類那種感覺，因為不回的話很容易…被靠北
Q喔是喔(驚訝)
A就是你已讀又不回
Q嗯
A然後，所以我可能就是真的讀了就要回
Q嗯
A但我可能就是…就是看情況
Q所以就是，就是第一種情況就是假如說遇到不喜歡的訊息就是會盡量不要已讀，就是讓他會覺得說，你就會覺得說他應該覺得你在忙這樣子嗎?就是不讀訊息的話，不已讀的話
A不已讀的話他也不能怎樣
Q嗯~就他也不能怪你，那如果真的不好意思讀，然後你會 就是不管是不是真的在忙 然後就你還是會 那你會跟他 假如說你是真的在忙 你也會跟他講你的真實理由嗎？還是你就是不管 就不管是不是真的在忙 你就是會騙他說 我等一下再回這樣
A嗯…通常我會選擇不講理由
Q嗯嗯嗯
A因為 吼這又很複雜 
Q (笑)
A就是 其實 嗯應該說跟他們這一類的人相處，我歸納出一個結論，就是你不管說甚麼理由都會被罵，所以我會選擇就是說 我很忙，或是延遲讀到這個訊息的時間
Q嗯嗯嗯
A因為就是有時候學長是在罵你，然後所以 你可能 你晚一點回或早一點回都是要被罵，但是我知道，就是讀了當下可能就直接用通訊軟體講，其實心情會很不好，那我可能不想要現在就處理這個情緒，我覺得 就是會先翻個白眼然後放著
Q嗯嗯嗯
A那我可能隔一個週末才會再見到他，就是在當場被罵這樣的感覺
Q嗯嗯嗯
A就是這樣子
Q所以 那所以你只會跟他講說喔你在忙，然後 是會說在忙嗎 所以是說晚一點回他這樣子嗎 就是
A就是會說，喔我在忙 晚點回，然後不知道幾點(笑)
Q喔~啊所以他們看到說你在忙，就不會再繼續 繼續丟你，或是再追問說你在忙什麼 這樣之類的
A會(笑) 就是可能不會當下問，但是事後見到面的時候 就會問(笑) 就是所以每次都要想一堆合理的理由 就覺得很煩
Q (笑) 天哪 好可怕啊
A那樣子是真的蠻可怕的，所以那是同事，就只能是認識的
Q嗯嗯嗯
A工作上的 這樣子
Q嗯嗯嗯 那 那如果是，那你有沒有遇到這狀況，就是可能假如說你們，就是他原本就在跟你講話，然後你就是有主動 就是 可能是有互相 痾就是在講 聊天這樣 啊也不是在聊天 就是在討論事情 那 然後你可能臨時有事 就是 就是要離開 就有事要忙或甚麼之類的 那這樣的話你會告知他說，喔我現在要幹嘛 或是 或是直接說 喔啊我要去忙一下，然後就離開了，還是說你就是連告知都不告知，就直接離開這樣
A嗯…..這個一半吧，就是如果我真的 就是如果我離下一個時間點有充足的時間可以說我要先走，那種我就會打，可是如果沒有的話，我就會直接離開
Q (笑) 那他不會不爽嗎 就 就講到一半突然沒有人回這樣子
A可是這種 其實自己也蠻頻繁的欸，就是 就直接說，啊時間到了，我要走了或是時間到了，就是 其實這個理由反而是最能夠被理解的
Q嗯嗯嗯 所以反而是說他們比較習慣說突然有人不見這樣，就是他們會覺得說，就是說時間或甚麼 就感覺這是常遇到的事情 在實驗室裡
A但是如果跟朋友的話，反而就會覺得 就是 可能會覺得，欸你怎麼聊一聊就不見了的這種感覺，
Q嗯(笑) 所以是在公事上比較不會有這個問題
A 對 因為我們 畢竟實驗室就是被突然一個時間點到他就是要走，就是 你沒有必要再解釋甚麼這樣子
Q這樣聽下來感覺你們實驗室好嚴格喔(笑)
A感覺"	Hank	2019/11/17 14:23:44			2088	14.00	73	151
